scenario,policy_cost,optimised_cost,saving_pct,policy_capacity_breach
0,8191.641766881149,7087.20521318978,13.482481108446564,False
1,7529.972302197836,6507.84848233878,13.574071441945684,False
2,8409.518741272559,7322.169081552671,12.929986758735097,True
3,8443.428577059285,7541.337409345952,10.683943844379828,True
4,8423.406369715423,7289.586281000616,13.460351299104104,True
5,8425.497817538851,7498.864653671395,10.997963371832345,True
6,7806.77349296997,6744.374194197326,13.608686094573372,False
7,7998.821635964393,6905.866828773829,13.663947727955426,False
8,7760.460864899386,6707.504228154682,13.568223009888932,False
9,8003.5765123984065,6925.779779156336,13.466438804857384,False
10,8587.277540412153,7432.402690837508,13.44867269212794,False
11,8500.443305930428,7592.513471226577,10.68097041563025,True
12,7855.977517429452,6814.749487424371,13.253958882837791,False
13,7685.201727822094,6807.914595737133,11.415277869792167,True
14,8525.674520175731,7566.700112803807,11.24807667830319,True
15,8284.69024718106,7173.840975886712,13.408458713013744,True
16,8427.528187896156,7268.624446002408,13.751407483373319,True
17,8482.00391498557,7373.43627427499,13.069643115255097,True
18,8544.610734723665,7419.098649697116,13.17218677326847,False
19,8532.663908658446,7637.27739317797,10.493633935023382,True
20,8768.5487509918,7965.398812477205,9.159439735380976,True
21,8070.801267789771,6964.569588633747,13.706590491466422,False
22,8559.199134889317,7433.475464534257,13.152207964952517,True
23,8102.09417528489,7006.316755691365,13.524619633972534,True
24,7969.340184708673,6909.997359737636,13.292729390617211,False
25,7783.433781466027,6733.020339957626,13.495501741270717,False
26,8438.670018170475,7327.778652014857,13.164294418001928,False
27,7599.1356518252815,6567.555768993542,13.57496339184257,False
28,8232.324077600762,7133.046499527057,13.353186387119012,False
29,7742.629054995913,6700.103115213376,13.464753798451047,False
30,8003.483452031813,6937.9414179231135,13.31347831847137,False
31,8143.37533047245,7081.946171186206,13.03426547606597,True
32,8151.734328355017,7038.0219509851995,13.662275198246798,False
33,8340.847362065007,7484.6914917153745,10.26461501074236,True
34,8665.737720465386,7501.9149574214925,13.430163715841045,False
35,8484.668054890737,7691.672075039764,9.346222795291013,True
36,8989.652108729972,7829.962869693549,12.90026827523429,True
37,8263.221418608657,7171.211751538517,13.215302020238129,True
38,8510.147813874575,7379.674430347396,13.283827828279367,False
39,8738.384922696174,8158.621225607594,6.6346779435495185,True
40,7891.970599571564,6792.849111118084,13.92708544191927,False
41,8368.25374091491,7203.2327189388425,13.921913197731197,False
42,8450.526346002323,7312.438408977461,13.467657402941008,False
43,8246.23196651507,7130.310026736181,13.532507262835194,True
44,8068.8816363256765,6998.67560850306,13.26337497633632,False
45,7855.339626310898,6799.773067892717,13.4375674207979,False
46,7981.114371669799,7255.937451383242,9.08616123658978,True
47,9025.343281745761,7976.7407024074255,11.61842321786464,True
48,8811.788117152337,7646.4913297931425,13.224294227988969,False
49,7929.299534054696,6856.173367910953,13.533681777752104,False
50,9277.875844435806,8967.282606697985,3.3476761593451636,True
51,8301.268247111937,7165.398262575932,13.683089748740278,False
52,8585.929589391157,7564.580537865841,11.895614107845738,True
53,9101.92501518204,8340.645951223465,8.363934691713661,True
54,8141.511750285113,7051.265676399751,13.391199415110854,False
55,8977.338253802765,7815.742936666414,12.939195163380464,True
56,7516.228999820677,6503.901925290665,13.468550180604723,False
57,8681.270498046246,7533.769741729278,13.218120050230171,True
58,8646.08306179588,7493.494194472326,13.330763295768634,False
59,7887.762230075832,6799.158194953851,13.801177106621724,False
60,8042.315578809895,6956.6140905965885,13.499861794455581,False
61,8439.878709694809,8108.389874292881,3.927649280328514,True
62,8318.556174433897,7281.715287069201,12.464192891445576,True
63,8394.363312087526,7234.029879202879,13.822768800271202,False
64,8042.386309373231,6958.087290720965,13.482304591468557,True
65,7872.346533276431,6804.272686266598,13.567414016838335,False
66,8125.095508540701,6991.954182413378,13.94619084706415,True
67,8512.88439743014,7440.73345856834,12.594449646061909,True
68,8790.718639932573,7774.289020399155,11.56253158776123,True
69,8608.983746370644,7713.668711255115,10.399776111703938,True
70,8694.175711215912,7537.511276175591,13.303899914838016,True
71,8678.388666826526,7743.099600845844,10.777220309985193,True
72,8684.609023762063,8069.0271264251605,7.088193557736466,True
73,8912.592075793666,7741.804354733412,13.136332405923506,False
74,8174.251413331253,7380.911092357477,9.705357479951381,True
75,7872.210661809288,6782.5210434184055,13.84223142906133,False
76,8495.133846570814,7550.792914327825,11.116257251487403,True
77,8516.00855673269,7332.101174323641,13.902139418038283,True
78,8483.600625847628,7351.142491942624,13.348791201399306,True
79,8016.849951111681,6895.4287138954005,13.988302688149663,True
80,8390.097401065934,7264.257985423226,13.418669198043798,False
81,8303.573009022291,7173.394936520348,13.610744089007737,False
82,8304.905167495574,7176.245878455025,13.590273052821704,False
83,8632.756828887712,7457.539674580463,13.613462971349211,False
84,8733.153535745194,7747.677953603225,11.28430386696366,True
85,8416.080878583993,7404.7307328104735,12.016877693595537,True
86,8110.244073448912,7036.061529320341,13.244762234039285,False
87,8272.989652043916,7313.151880972595,11.602066622121118,True
88,8298.78591742328,7787.488685910821,6.161108824834145,True
89,8069.146912039661,6956.705178194321,13.786361135469095,False
90,7944.039233874308,6869.615530236507,13.52490429624684,False
91,8510.10689039557,7381.339588080564,13.263844001641415,False
92,7946.321328704335,6885.130097556658,13.35449684515472,False
93,7775.849501666866,6962.0736450033955,10.465427044196593,True
94,7991.118642874183,6924.490116493838,13.347674763050547,False
95,8636.239027277634,7929.864892983914,8.179186936149305,True
96,8058.862041806911,6965.393282232993,13.568525604500193,False
97,8735.910424524822,7581.197305208792,13.2180054877204,True
98,8479.426336234228,7365.010043552905,13.142590648133908,False
99,7998.001402147391,6919.701745892281,13.48211386866719,True
100,8685.05689445799,7665.398387685955,11.740377975217275,True
101,7967.201092360014,6901.408799248769,13.377248556375266,True
102,8596.112633693981,7458.688107207144,13.231847638064925,False
103,8615.560751979947,7812.031750571032,9.326485234571129,True
104,8526.22972334959,7893.078871963939,7.425918277239588,True
105,8514.737268518418,7957.358656519147,6.546045925105286,True
106,8748.693136853664,7751.65955487534,11.396371622389447,True
107,8439.366637046442,7864.096040179194,6.81651386422735,True
108,8209.173432108886,7111.453676693937,13.371867027700882,False
109,8489.464572267352,7696.910261804888,9.335739653729302,True
110,8756.2286450573,8071.960644613583,7.814642903711412,True
111,7745.9263281213325,6692.378280156689,13.60131769056171,False
112,8614.484599476853,7644.071580530513,11.264899341804758,True
113,8686.558986904136,7506.232073153305,13.587968671257437,True
114,8381.876619851886,7671.937336542699,8.469932397092862,True
115,8590.442554089199,7457.518093820489,13.188196686437509,False
116,8554.142177706784,7396.879245233386,13.52868479891972,True
117,8269.740468027356,7157.016888069877,13.455362768148703,False
118,8851.192181814635,7668.717336519486,13.35949803151515,False
119,9048.325022271923,7971.334865810796,11.902646664550389,True
120,8114.32482332329,7027.620982311612,13.392412365451852,False
121,8114.345733098694,7035.167913653306,13.29962827493762,False
122,8447.638328802946,7302.763708716579,13.552599857202928,False
123,8434.14732086068,7312.06760236223,13.304008998315023,True
124,8198.078755343873,7073.444469180295,13.718266434443457,False
125,9002.903225666943,8379.12280263605,6.9286585381982,True
126,7984.652408947424,6918.58623092342,13.351441282896602,False
127,8535.14414061119,7533.987002995081,11.729821091743363,True
128,7757.011143126306,6727.015750431258,13.278250781008015,False
129,8949.76126979123,7822.405420126711,12.596490740705722,True
130,9088.693626862154,8299.698767686405,8.681059034092973,True
131,8348.896662342333,7209.770134727124,13.644036735455535,False
132,8242.656102619212,7123.363943014621,13.579265538555237,True
133,8140.102475004341,7056.996583289797,13.30580167805524,False
134,8358.04124878935,7315.556875716213,12.472831157947917,True
135,8516.089180781519,7352.37830466624,13.664850747940209,True
136,7971.153375896377,6853.743560470653,14.018169802184591,False
137,8146.220817326374,7065.516490457641,13.266327430876407,False
138,8543.684359122833,7759.944470503739,9.173324477773196,True
139,8801.711957119898,8254.664798368916,6.215235870204357,True
140,8019.198043438881,7029.001407887983,12.347826181460293,True
141,8547.373183919593,7412.185514405665,13.281129126894655,False
142,9116.058749759439,7925.758522830913,13.057180296912158,True
143,8519.206025387779,7365.732901035917,13.539678708490417,True
144,8170.437534713955,7094.079505287086,13.173811376119303,False
145,8382.564768573431,7260.154754029499,13.389816190289304,True
146,8653.59618168054,7487.877489121903,13.47091623048503,False
147,9120.344703334109,8032.859924330471,11.923724534294063,True
148,8310.070328236632,7262.898695251768,12.601236711880755,True
149,8035.1242138685875,6939.703230166964,13.632906655144568,False
150,8037.086405267539,6956.80011034404,13.441267649125617,False
151,8011.469756925957,6929.483178809611,13.505469170384913,False
152,8060.012589305693,6982.059450538594,13.374087531790764,False
153,7945.251678331568,6890.7430071237495,13.27218713642128,False
154,8748.4243181693,7836.380538153879,10.425234840532703,True
155,8278.01969349613,7148.082204231734,13.649852635071214,True
156,8115.948161368839,7022.385347566444,13.474245917533736,False
157,7664.8122470243,6620.877404823397,13.619835797102375,False
158,8981.065795784994,8010.871839518075,10.802659487499271,True
159,8403.617203386952,7309.834982517546,13.01561213936033,False
160,8022.379804479587,6960.093165700605,13.241540099931639,False
161,8566.057054739138,8053.10700241804,5.9881699251268765,True
162,8565.38972390571,7417.22050587499,13.404751622990593,False
163,8137.8997528955415,7118.751499814368,12.523480062758834,True
164,8591.563911745872,7433.195280574396,13.48262834415774,False
165,8155.192128214738,7139.226312105591,12.457901667260325,True
166,7887.364481091027,6827.479277848792,13.437761191120027,False
167,7907.16947830206,6822.593916155312,13.716356594137949,False
168,8221.124237248485,7097.044362540599,13.673067603271043,False
169,8329.273210303327,7215.738302412279,13.368932435948947,False
170,8891.292286170712,8152.064920155487,8.314059893914411,True
171,8554.071182832135,7361.101340900647,13.946222990589044,False
172,8465.123608963033,7328.9668853199,13.421620003754565,False
173,8209.05862785789,7081.50122633491,13.73552623557289,False
174,8898.209545483807,8319.103231838862,6.50812178208215,True
175,8479.256505397712,7327.53762844965,13.58278141739082,False
176,8725.58357804173,7682.9342935424,11.94933582578014,True
177,9091.811633930456,8298.869596823975,8.72149654032907,True
178,8814.22487095714,7671.747826611448,12.96174151524262,True
179,7960.059042678,6899.332066254077,13.325616942497737,False
180,8514.723237183121,7380.536321328727,13.320302777446596,False
181,8300.697143312203,7191.495678179161,13.362750694099427,False
182,8384.758073014975,7436.968029167998,11.303725588664152,True
183,8085.88328604538,7095.701669712595,12.245806441970805,True
184,8416.00997246295,7315.397395793935,13.077605424306796,True
185,7888.025630553655,6815.272680961546,13.599765008836732,False
186,8455.39265583999,7293.900799299229,13.73669921453665,True
187,8507.09344022311,7419.537378945015,12.784108566810016,True
188,8156.864023246843,7282.483329869431,10.71956932082539,True
189,8199.663838075732,7096.907472930639,13.44879969376749,False
190,8161.870302726817,7051.6290939248565,13.602779358439905,False
191,8529.547690206204,7607.702095045015,10.807672676707936,True
192,8789.442504261355,7609.968929132399,13.419208039157379,False
193,7765.911882774577,6697.665467891069,13.755582486751686,False
194,8239.244325466449,7301.570104752147,11.380585205078464,True
195,7993.998630658243,6904.027626853189,13.634866030935306,False
196,8261.518907602238,7251.0919105693,12.230523325476437,True
197,8325.411901799363,7226.577938554762,13.19855373170319,False
198,8213.545829754961,7074.7355289554225,13.865026438082387,False
199,8324.061757913698,7192.883225183857,13.58926165647952,False
